type,name,res_id,src,value
model,"ir.actions.wizard,name",partner_spam.res_partner_send_sms_wizard_2,Send SMS,Enviar SMS
model,"ir.actions.wizard,name",partner_spam.res_partner_mass_mailing_wizard_2,Mass Mailing,Enviar Email
model,"ir.actions.wizard,name",partner_spam.res_partner_address_send_sms_wizard,Send SMS,Enviar SMS
model,"ir.actions.wizard,name",partner_spam.res_partner_address_mass_mailing_wizard,Send Email,Enviar Email
wizard_field,"res.partner.spam_send,init,text",0,Message,Mensaje
wizard_field,"res.partner.spam_send,init,from",0,Sender's email,Email remitente
wizard_field,"res.partner.spam_send,init,subject",0,Subject,Asunto
wizard_view,"res.partner.spam_send,init",0,Mass Mailing,Enviar emails
wizard_button,"res.partner.spam_send,init,end",0,Cancel,Cancelar
wizard_button,"res.partner.spam_send,init,send",0,Send Email,Enviar email
wizard_field,"res.partner.address.spam_send,init,default",0,Only send to default addresses,Sólo enviar a contactos por defecto
wizard_field,"res.partner.address.spam_send,init,text",0,Message,Mensaje
wizard_field,"res.partner.address.spam_send,init,from",0,Sender's email,Email remitente
wizard_field,"res.partner.address.spam_send,init,subject",0,Subject,Asunto
wizard_view,"res.partner.address.spam_send,init",0,Mass Mailing,Enviar email
wizard_view,"res.partner.address.spam_send,init",0,Message:,Mensaje
wizard_view,"res.partner.address.spam_send,init",0,The following tags can be included in the message. They will be replaced to the the corresponding values of each partner contact:,Las siguientes marcas pueden ser introducidas dentro del mensaje. Seran reemplazadas con los valores correspondientes de cada contacto de la empresa:
wizard_view,"res.partner.address.spam_send,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nombre de la empresa
wizard_view,"res.partner.address.spam_send,init",0,[[name]] -> Contact name,[[name]] -> Nombre del contacto
wizard_view,"res.partner.address.spam_send,init",0,[[function]] -> Function,[[function]] -> Cargo
wizard_view,"res.partner.address.spam_send,init",0,[[title]] -> Title,[[title]] -> Título
wizard_view,"res.partner.address.spam_send,init",0,[[street]] -> Street,[[street]] -> Calle
wizard_view,"res.partner.address.spam_send,init",0,[[street2]] -> Street 2,[[street2]] -> Calle 2
wizard_view,"res.partner.address.spam_send,init",0,[[zip]] -> Zip code,[[zip]] -> Código postal
wizard_view,"res.partner.address.spam_send,init",0,[[city]] -> City,[[city]] -> Ciudad
wizard_view,"res.partner.address.spam_send,init",0,[[state_id]] -> State,[[state_id]] -> Provincia
wizard_view,"res.partner.address.spam_send,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.address.spam_send,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.address.spam_send,init",0,[[phone]] -> Phone,[[phone]] -> Teléfono
wizard_view,"res.partner.address.spam_send,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.address.spam_send,init",0,[[mobile]] -> Mobile,[[mobile]] -> Móvil
wizard_view,"res.partner.address.spam_send,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Fecha de nacimiento
wizard_button,"res.partner.address.spam_send,init,end",0,Cancel,Cancelar
wizard_button,"res.partner.address.spam_send,init,send",0,Send Email,Enviar email
wizard_field,"res.partner.address.spam_send,send,email_sent",0,Quantity of Emails sent,Número de emails enviados
wizard_view,"res.partner.address.spam_send,send",0,Mass Mailing,Enviar email
wizard_button,"res.partner.address.spam_send,send,end",0,End,Fin
wizard_field,"res.partner.spam_send_2,init,default",0,Only send to default addresses,Sólo enviar a contactos por defecto
wizard_field,"res.partner.spam_send_2,init,text",0,Message,Mensaje
wizard_field,"res.partner.spam_send_2,init,from",0,Sender's email,Email remitente
wizard_field,"res.partner.spam_send_2,init,subject",0,Subject,Asunto
wizard_view,"res.partner.spam_send_2,init",0,Mass Mailing,Enviar email
wizard_view,"res.partner.spam_send_2,init",0,Message:,Mensaje
wizard_view,"res.partner.spam_send_2,init",0,The following tags can be included in the message. They will be replaced to the the corresponding values of each partner contact:,Las siguientes marcas pueden ser introducidas dentro del mensaje. Seran reemplazadas con los valores correspondientes de cada contacto de la empresa:
wizard_view,"res.partner.spam_send_2,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nombre de la empresa
wizard_view,"res.partner.spam_send_2,init",0,[[name]] -> Contact name,[[name]] -> Nombre del contacto
wizard_view,"res.partner.spam_send_2,init",0,[[function]] -> Function,[[function]] -> Cargo
wizard_view,"res.partner.spam_send_2,init",0,[[title]] -> Title,[[title]] -> Título
wizard_view,"res.partner.spam_send_2,init",0,[[street]] -> Street,[[street]] -> Calle
wizard_view,"res.partner.spam_send_2,init",0,[[street2]] -> Street 2,[[street2]] -> Calle 2
wizard_view,"res.partner.spam_send_2,init",0,[[zip]] -> Zip code,[[zip]] -> Código postal
wizard_view,"res.partner.spam_send_2,init",0,[[city]] -> City,[[city]] -> Ciudad
wizard_view,"res.partner.spam_send_2,init",0,[[state_id]] -> State,[[state_id]] -> Provincia
wizard_view,"res.partner.spam_send_2,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.spam_send_2,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.spam_send_2,init",0,[[phone]] -> Phone,[[phone]] -> Teléfono
wizard_view,"res.partner.spam_send_2,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.spam_send_2,init",0,[[mobile]] -> Mobile,[[mobile]] -> Móvil
wizard_view,"res.partner.spam_send_2,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Fecha de nacimiento
wizard_button,"res.partner.spam_send_2,init,end",0,Cancel,Cancelar
wizard_button,"res.partner.spam_send_2,init,send",0,Send Email,Enviar email
wizard_field,"res.partner.spam_send_2,send,email_sent",0,Quantity of Emails sent,Número de emails enviados
wizard_view,"res.partner.spam_send_2,send",0,Mass Mailing,Enviar email
wizard_button,"res.partner.spam_send_2,send,end",0,End,Fin
