type,name,res_id,src,value
model,"ir.actions.wizard,name",partner_spam.res_partner_send_sms_wizard_2,Send SMS,Envia SMS
model,"ir.actions.wizard,name",partner_spam.res_partner_mass_mailing_wizard_2,Mass Mailing,Envia email
model,"ir.actions.wizard,name",partner_spam.res_partner_address_send_sms_wizard,Send SMS,Envia SMS
model,"ir.actions.wizard,name",partner_spam.res_partner_address_mass_mailing_wizard,Send Email,Envia email
wizard_field,"res.partner.spam_send,init,text",0,Message,Missatge
wizard_field,"res.partner.spam_send,init,from",0,Sender's email,Email remitent
wizard_field,"res.partner.spam_send,init,subject",0,Subject,Assumpte
wizard_view,"res.partner.spam_send,init",0,Mass Mailing,Enviament d'emails
wizard_button,"res.partner.spam_send,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.spam_send,init,send",0,Send Email,Envia email
wizard_field,"res.partner.address.spam_send,init,default",0,Only send to default addresses,Només enviar a contactes per defecte
wizard_field,"res.partner.address.spam_send,init,text",0,Message,Missatge
wizard_field,"res.partner.address.spam_send,init,from",0,Sender's email,Email remitent
wizard_field,"res.partner.address.spam_send,init,subject",0,Subject,Assupmte
wizard_view,"res.partner.address.spam_send,init",0,Mass Mailing,Envia email
wizard_view,"res.partner.address.spam_send,init",0,Message:,Missatge
wizard_view,"res.partner.address.spam_send,init",0,The following tags can be included in the message. They will be replaced to the the corresponding values of each partner contact:,Les següents marques es poden introduir dins del missatge. Seran reemplaçades amb els valors corresponents de cada contacte de l'empresa:
wizard_view,"res.partner.address.spam_send,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nom de l'empresa
wizard_view,"res.partner.address.spam_send,init",0,[[name]] -> Contact name,[[name]] -> Nom del contacte
wizard_view,"res.partner.address.spam_send,init",0,[[function]] -> Function,[[function]] -> Càrrec
wizard_view,"res.partner.address.spam_send,init",0,[[title]] -> Title,[[title]] -> Títol
wizard_view,"res.partner.address.spam_send,init",0,[[street]] -> Street,[[street]] -> Carrer
wizard_view,"res.partner.address.spam_send,init",0,[[street2]] -> Street 2,[[street2]] -> Carrer 2
wizard_view,"res.partner.address.spam_send,init",0,[[zip]] -> Zip code,[[zip]] -> Codi postal
wizard_view,"res.partner.address.spam_send,init",0,[[city]] -> City,[[city]] -> Ciutat
wizard_view,"res.partner.address.spam_send,init",0,[[state_id]] -> State,[[state_id]] -> Província
wizard_view,"res.partner.address.spam_send,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.address.spam_send,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.address.spam_send,init",0,[[phone]] -> Phone,[[phone]] -> Telèfon
wizard_view,"res.partner.address.spam_send,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.address.spam_send,init",0,[[mobile]] -> Mobile,[[mobile]] -> Mòbil
wizard_view,"res.partner.address.spam_send,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Data de naixement
wizard_button,"res.partner.address.spam_send,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.address.spam_send,init,send",0,Send Email,Envia email
wizard_field,"res.partner.address.spam_send,send,email_sent",0,Quantity of Emails sent,Número d'emails enviats
wizard_view,"res.partner.address.spam_send,send",0,Mass Mailing,Envia email
wizard_button,"res.partner.address.spam_send,send,end",0,End,Fi
wizard_field,"res.partner.spam_send_2,init,default",0,Only send to default addresses,Només enviar a contactes per defecte
wizard_field,"res.partner.spam_send_2,init,text",0,Message,Missatge
wizard_field,"res.partner.spam_send_2,init,from",0,Sender's email,Email remitent
wizard_field,"res.partner.spam_send_2,init,subject",0,Subject,Assumpte
wizard_view,"res.partner.spam_send_2,init",0,Mass Mailing,Envia email
wizard_view,"res.partner.spam_send_2,init",0,Message:,Missatge
wizard_view,"res.partner.spam_send_2,init",0,The following tags can be included in the message. They will be replaced to the the corresponding values of each partner contact:,Les següents marques es poden introduir dins del missatge. Seran reemplaçades amb els valors corresponents de cada contacte de l'empresa:
wizard_view,"res.partner.spam_send_2,init",0,[[partner_id]] -> Partner name,[[partner_id]] -> Nom de l'empresa
wizard_view,"res.partner.spam_send_2,init",0,[[name]] -> Contact name,[[name]] -> Nom del contacte
wizard_view,"res.partner.spam_send_2,init",0,[[function]] -> Function,[[function]] -> Càrrec
wizard_view,"res.partner.spam_send_2,init",0,[[title]] -> Title,[[title]] -> Títol
wizard_view,"res.partner.spam_send_2,init",0,[[street]] -> Street,[[street]] -> Carrer
wizard_view,"res.partner.spam_send_2,init",0,[[street2]] -> Street 2,[[street2]] -> Carrer 2
wizard_view,"res.partner.spam_send_2,init",0,[[zip]] -> Zip code,[[zip]] -> Codi postal
wizard_view,"res.partner.spam_send_2,init",0,[[city]] -> City,[[city]] -> Ciutat
wizard_view,"res.partner.spam_send_2,init",0,[[state_id]] -> State,[[state_id]] -> Província
wizard_view,"res.partner.spam_send_2,init",0,[[country_id]] -> Country,[[country_id]] -> País
wizard_view,"res.partner.spam_send_2,init",0,[[email]] -> Email,[[email]] -> Email
wizard_view,"res.partner.spam_send_2,init",0,[[phone]] -> Phone,[[phone]] -> Telèfon
wizard_view,"res.partner.spam_send_2,init",0,[[fax]] -> Fax,[[fax]] -> Fax
wizard_view,"res.partner.spam_send_2,init",0,[[mobile]] -> Mobile,[[mobile]] -> Mòbil
wizard_view,"res.partner.spam_send_2,init",0,[[birthdate]] -> Birthday,[[birthdate]] -> Data de naixement
wizard_button,"res.partner.spam_send_2,init,end",0,Cancel,Cancel·la
wizard_button,"res.partner.spam_send_2,init,send",0,Send Email,Envia email
wizard_field,"res.partner.spam_send_2,send,email_sent",0,Quantity of Emails sent,Número d'emails enviats
wizard_view,"res.partner.spam_send_2,send",0,Mass Mailing,Envia email
wizard_button,"res.partner.spam_send_2,send,end",0,End,Fi

